login,logout,d1_q1,d1_q2,d1_q3,d2_q1,d2_q2,d2_q3,d3_q1,d3_q2,d3_q3,a_q1_t1,a_q1_t2,a_q2_t1,a_q2_t2,a_q3_t1,a_q3_t2,feePercent,paid,drop,studentNumber
2,2,10,7,5,0,0,0,10,10,10,10,8.5,7.5,6.6666666666667,5.6666666666667,5,0,0,drop,0010118033239
3,3,10,5,10,10,5,10,10,5,10,10,5,10,10,5,10,1,0,no,0010118032841
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no,0029118033249
3,3,10,5,7,10,5,10,10,5,5,10,5,7.3333333333333,10,5,7.3333333333333,1,0,no,0010118022369
3,3,7,7,5,7,10,5,10,10,5,8,9,5,8,9,5,1,0,no,0021118040531
3,3,10,5,7,10,5,7,10,5,7,10,5,7,10,5,7,1,0,no,0010118032849
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0755118032820
3,3,7,10,5,10,10,5,10,10,5,9,10,5,9,10,5,1,0,no,0028118032822
3,3,10,7,5,10,7,5,10,7,5,10,7,5,10,7,5,1,0,no,0029118032832
3,3,0,0,0,10,5,10,10,5,10,10,5,10,6.6666666666667,3.3333333333333,6.6666666666667,1,0,no,0010118032925
3,3,7,7,5,10,7,5,10,7,5,9,7,5,9,7,5,1,0,no,0028118033106
3,3,10,5,5,10,5,7,10,5,7,10,5,6.3333333333333,10,5,6.3333333333333,1,0,no,0010118033097
3,3,10,7,5,10,7,5,10,10,5,10,8,5,10,8,5,1,0,no,0027118032840
3,3,10,7,5,10,7,5,10,7,5,10,7,5,10,7,5,1,0,no,0029118032987
2,2,0,0,0,10,10,5,10,10,5,10,10,5,6.6666666666667,6.6666666666667,3.3333333333333,1,0,no,0531118033198
3,3,7,10,5,10,10,5,10,10,5,9,10,5,9,10,5,1,0,no,0028118033005
3,3,10,10,7,10,7,7,10,7,7,10,8,7,10,8,7,1,0,no,0010118032932
3,3,10,5,5,10,10,5,10,10,5,10,8.3333333333333,5,10,8.3333333333333,5,1,0,no,0027118033056
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0027118032856
3,3,10,5,5,10,5,5,10,5,5,10,5,5,10,5,5,1,0,no,0021118050495
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0025118050446
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,out,0010118040560
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0371118022363
3,3,2,7,5,10,7,5,10,7,5,7.3333333333333,7,5,7.3333333333333,7,5,0,0,no,0021118060316
3,3,10,7,5,10,7,5,10,7,5,10,7,5,10,7,5,1,0,no,0028118033140
3,3,10,5,5,10,10,5,10,7,5,10,7.3333333333333,5,10,7.3333333333333,5,1,0,no,0021118022362
3,3,10,5,10,10,5,10,10,5,10,10,5,10,10,5,10,1,0,no,0010118040991
3,3,10,2,5,10,2,5,10,2,5,10,2,5,10,2,5,1,0,no,0020118032954
3,3,10,7,5,10,5,5,10,5,5,10,5.6666666666667,5,10,5.6666666666667,5,1,0,no,0021118033141
3,3,10,7,5,5,5,5,5,5,5,6.6666666666667,5.6666666666667,5,6.6666666666667,5.6666666666667,5,1,0,no,0021118033526
3,3,5,5,10,5,5,10,10,5,10,6.6666666666667,5,10,6.6666666666667,5,10,1,0,no,0010118033020
3,3,7,5,7,7,10,10,10,10,10,8,8.3333333333333,9,8,8.3333333333333,9,1,0,no,0010118033377
3,1,7,10,2,0,0,0,0,0,0,7,10,2,2.3333333333333,3.3333333333333,0.66666666666667,0,0,out,0010118033337
3,3,10,10,10,10,10,7,10,10,7,10,10,8,10,10,8,0,0,out,0010118033135
3,3,2,10,5,5,10,5,2,10,5,3,10,5,3,10,5,1,1,no,0025118033652
3,3,10,5,7,10,5,5,10,5,5,10,5,5.6666666666667,10,5,5.6666666666667,1,1,no,0010118033727
3,3,7,10,10,10,10,10,10,10,10,9,10,10,9,10,10,1,0,no,0010118032882
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0021118022354
3,3,10,10,7,7,7,7,10,10,10,9,9,8,9,9,8,0,0,out,0010118033039
3,3,10,5,10,10,5,10,10,5,10,10,5,10,10,5,10,1,0,no,0010118033346
3,3,10,5,10,10,5,7,10,5,7,10,5,8,10,5,8,1,0,no,0021118033129
3,3,10,10,5,10,7,5,10,10,5,10,9,5,10,9,5,1,0,no,0020118050467
3,3,7,10,5,2,2,5,10,7,5,6.3333333333333,6.3333333333333,5,6.3333333333333,6.3333333333333,5,0,0,drop,0592118033386
3,3,10,10,7,10,10,10,10,10,10,10,10,9,10,10,9,1,0,no,0010118033230
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0571118040650
3,3,10,10,10,10,10,10,7,10,10,9,10,10,9,10,10,1,0,no,0010118032935
3,3,10,5,7,10,5,5,10,5,7,10,5,6.3333333333333,10,5,6.3333333333333,1,0,no,0010118040562
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0021118060298
3,3,10,7,5,10,10,5,10,10,5,10,9,5,10,9,5,1,0,no,0371118050515
3,3,10,5,7,10,5,10,10,5,10,10,5,9,10,5,9,1,0,no,0021118033267
3,3,10,7,5,10,10,5,10,10,5,10,9,5,10,9,5,1,0,no,0027118032885
3,3,10,10,7,10,7,7,10,7,7,10,8,7,10,8,7,1,0,no,0010118033640
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0025118033000
3,3,7,5,10,10,5,10,10,5,10,9,5,10,9,5,10,1,0,no,0010118040690
2,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0021118033003
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0021118040865
3,3,10,5,7,7,5,7,10,5,10,9,5,8,9,5,8,1,0,no,0010118032904
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0028118032992
3,3,10,5,5,10,5,5,10,10,5,10,6.6666666666667,5,10,6.6666666666667,5,1,0,no,0029118033205
3,2,0,0,0,7,7,5,7,7,5,7,7,5,4.6666666666667,4.6666666666667,3.3333333333333,1,0,no,0755118033145
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0023118022399
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0028118032909
3,3,10,5,10,10,5,7,10,5,7,10,5,8,10,5,8,1,0,no,0021118033122
3,3,5,5,7,10,5,7,10,5,5,8.3333333333333,5,6.3333333333333,8.3333333333333,5,6.3333333333333,1,0,no,0027118040794
3,3,10,10,5,10,10,5,7,10,5,9,10,5,9,10,5,1,0,no,0755118033030
3,3,10,5,7,10,5,7,10,5,7,10,5,7,10,5,7,1,0,no,0010118033271
3,3,2,10,5,10,10,5,2,10,5,4.6666666666667,10,5,4.6666666666667,10,5,1,0,no,0571118040642
3,2,0,0,0,10,10,5,10,10,5,10,10,5,6.6666666666667,6.6666666666667,3.3333333333333,1,0,no,0028118032966
3,3,10,5,10,10,5,10,10,5,10,10,5,10,10,5,10,1,0,no,0021118033589
3,3,10,10,7,10,10,7,10,10,10,10,10,8,10,10,8,1,0,no,0021118032921
3,3,7,5,10,10,5,10,10,5,7,9,5,9,9,5,9,1,0,no,0010118032934
3,3,10,10,10,10,10,7,10,10,10,10,10,9,10,10,9,1,0,no,0021118032920
3,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,0,no,0010118033461
3,3,5,5,7,10,5,7,10,5,10,8.3333333333333,5,8,8.3333333333333,5,8,1,0,no,0010118032956
3,3,10,5,10,10,5,10,10,5,10,10,5,10,10,5,10,1,0,no,0010118032940
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0025118032942
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0028118032975
3,3,10,10,7,5,10,10,10,10,7,8.3333333333333,10,8,8.3333333333333,10,8,1,0,no,0010118033014
3,3,10,5,7,10,5,7,10,5,10,10,5,8,10,5,8,1,0,no,0010118033099
3,3,10,5,10,10,5,10,10,5,10,10,5,10,10,5,10,1,0,no,0021118032926
3,3,10,7,7,10,10,10,10,10,10,10,9,9,10,9,9,1,0,no,0010118033297
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0755118033187
3,3,10,5,5,7,5,5,10,5,5,9,5,5,9,5,5,0,0,drop,0010118040720
3,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,0,no,0010118033087
3,3,7,10,5,10,10,5,10,10,5,9,10,5,9,10,5,1,0,no,0021118040653
3,3,10,7,5,10,7,5,10,10,10,10,8,6.6666666666667,10,8,6.6666666666667,1,0,no,0010118022394
3,3,10,10,10,10,10,7,10,10,10,10,10,9,10,10,9,1,0,no,0010118033029
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0371118033022
3,3,10,5,7,7,5,5,7,5,2,8,5,4.6666666666667,8,5,4.6666666666667,1,0,no,0010118033012
3,3,10,5,7,10,5,5,10,5,7,10,5,6.3333333333333,10,5,6.3333333333333,1,0,no,0010118033676
3,3,10,7,7,10,7,7,10,7,7,10,7,7,10,7,7,1.1,0,no,0010118032974
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0020118050429
3,3,0,10,5,0,10,5,5,10,5,1.6666666666667,10,5,1.6666666666667,10,5,1,0,no,0027118032962
3,3,10,5,5,10,5,5,10,5,5,10,5,5,10,5,5,1,0,no,0028118032989
3,3,10,10,5,10,10,5,2,10,5,7.3333333333333,10,5,7.3333333333333,10,5,1,0,no,0021118040610
3,2,0,0,0,5,10,5,5,10,5,5,10,5,3.3333333333333,6.6666666666667,3.3333333333333,1,0,no,0028118032991
3,3,10,5,10,10,5,10,10,5,10,10,5,10,10,5,10,1,0,no,0010118040945
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no,0010118032976
3,3,7,10,5,10,10,5,10,10,5,9,10,5,9,10,5,1,0,no,0027118040602
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0571118033033
3,3,10,7,5,10,10,5,10,10,5,10,9,5,10,9,5,1,0,no,0020118033115
3,3,10,10,5,10,7,5,10,7,5,10,8,5,10,8,5,1,0,no,0571118040625
3,3,10,5,7,7,5,7,7,5,5,8,5,6.3333333333333,8,5,6.3333333333333,1,0,no,0010118033045
3,3,10,5,5,10,5,5,10,5,5,10,5,5,10,5,5,1,0,no,0020118050425
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0028118033577
3,3,10,5,5,10,7,5,7,7,2,9,6.3333333333333,4,9,6.3333333333333,4,1,0,no,0010118033048
3,3,5,10,5,10,10,5,10,10,5,8.3333333333333,10,5,8.3333333333333,10,5,1,0,no,0371118033107
3,3,10,10,5,5,10,5,5,10,5,6.6666666666667,10,5,6.6666666666667,10,5,1,0,no,0755118040733
3,3,7,10,5,10,10,5,10,10,5,9,10,5,9,10,5,1,0,no,0531118050451
3,3,10,5,7,10,5,7,10,5,7,10,5,7,10,5,7,1,0,no,0010118033229
3,3,10,5,10,10,5,10,10,5,5,10,5,8.3333333333333,10,5,8.3333333333333,1,0,no,0010118033108
3,3,10,5,7,10,5,5,10,5,5,10,5,5.6666666666667,10,5,5.6666666666667,1,0,no,0010118033480
3,3,7,7,5,2,7,5,2,10,5,3.6666666666667,8,5,3.6666666666667,8,5,1,0,no,0371118050477
3,3,10,5,5,10,5,5,2,5,5,7.3333333333333,5,5,7.3333333333333,5,5,1,0,no,0371118022372
3,3,10,7,5,10,7,5,7,10,5,9,8,5,9,8,5,1,0,no,0023118022367
3,3,10,10,5,7,10,5,10,10,5,9,10,5,9,10,5,1,0,no,0371118033128
3,3,10,5,7,10,5,7,7,5,7,9,5,7,9,5,7,1,0,no,0010118033068
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0021118060352
3,3,10,5,5,10,5,5,10,5,5,10,5,5,10,5,5,1,0,no,0021118060310
2,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0021118060314
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0592118040645
3,3,10,5,5,10,7,5,10,7,5,10,6.3333333333333,5,10,6.3333333333333,5,1,0,no,0531118050430
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0025118033098
3,3,10,10,5,7,10,5,10,10,5,9,10,5,9,10,5,1,0,no,0592118033661
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0021118033436
3,3,10,7,5,7,5,5,10,10,10,9,7.3333333333333,6.6666666666667,9,7.3333333333333,6.6666666666667,1,0,no,0010118033093
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,out,0027118040697
3,3,10,5,7,10,5,7,10,5,10,10,5,8,10,5,8,1,0,no,0010118040668
3,3,10,7,5,10,7,5,10,7,5,10,7,5,10,7,5,1,0,no,0021118050435
3,3,10,7,5,10,7,5,7,7,5,9,7,5,9,7,5,1,0,no,0027118040638
3,2,0,0,0,10,10,5,10,7,5,10,8.5,5,6.6666666666667,5.6666666666667,3.3333333333333,1,0,no,0531118033059
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0021118050518
3,3,10,5,5,10,10,7,10,7,7,10,7.3333333333333,6.3333333333333,10,7.3333333333333,6.3333333333333,1,0,no,0010118033479
3,3,7,10,5,10,7,5,10,10,5,9,9,5,9,9,5,1,0,no,0592118033165
3,3,10,5,10,10,5,7,10,5,7,10,5,8,10,5,8,1,0,no,0010118033038
3,3,10,10,5,7,10,5,10,10,5,9,10,5,9,10,5,1,0,no,0028118022386
3,3,10,5,10,10,5,10,10,5,10,10,5,10,10,5,10,1,0,no,0010118033062
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0571118040628
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no,0571118040659
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0028118033076
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0021118060359
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0755118033120
3,2,10,7,5,0,0,0,5,5,5,7.5,6,5,5,4,3.3333333333333,1,0,no,0028118033366
3,3,10,10,5,10,7,5,10,7,5,10,8,5,10,8,5,1,0,no,0592118033173
3,3,10,5,5,10,7,5,10,10,5,10,7.3333333333333,5,10,7.3333333333333,5,1,0,no,0020118050445
3,3,10,7,5,10,10,5,10,10,5,10,9,5,10,9,5,1,0,no,0020118033100
3,3,10,5,10,10,5,10,10,5,10,10,5,10,10,5,10,1,0,no,0010118033116
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0571118040639
3,3,10,2,5,10,10,5,10,7,5,10,6.3333333333333,5,10,6.3333333333333,5,1,1,no,0531118050447
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0020118050450
3,3,7,10,5,7,10,5,10,10,5,8,10,5,8,10,5,1,0,no,0021118033389
3,3,10,10,7,10,10,7,10,10,7,10,10,7,10,10,7,0,0,out,0010118040722
3,3,10,7,7,10,7,7,10,10,10,10,8,8,10,8,8,1,0,no,0010118033646
3,3,10,5,7,10,5,7,10,5,7,10,5,7,10,5,7,1,0,no,0021118033234
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0021118060333
3,3,10,10,5,10,7,5,10,7,5,10,8,5,10,8,5,1,0,no,0021118060345
3,3,7,7,5,10,10,5,7,10,5,8,9,5,8,9,5,1,0,no,0531118050523
3,3,10,10,7,10,10,10,10,10,7,10,10,8,10,10,8,1,0,no,0010118033131
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0020118033125
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0592118033626
1,3,7,7,5,10,10,5,7,10,5,8,9,5,8,9,5,1,0,no,0592118033213
3,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,0,no,0010118033178
3,3,10,7,5,10,7,5,10,10,5,10,8,5,10,8,5,1,0,no,0010118033290
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0020118050486
3,3,10,5,7,10,5,7,10,5,10,10,5,8,10,5,8,1,0,no,0010118033207
3,3,10,5,7,10,5,7,10,5,10,10,5,8,10,5,8,1,0,no,0010118033104
3,3,10,5,5,10,5,10,10,5,5,10,5,6.6666666666667,10,5,6.6666666666667,1,0,no,0021118033103
3,3,10,7,5,7,7,5,10,7,5,9,7,5,9,7,5,1,0,no,0021118033356
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0021118040708
3,3,10,7,5,7,7,5,10,7,5,9,7,5,9,7,5,1,0,no,0021118040707
3,3,10,5,5,10,5,5,10,10,5,10,6.6666666666667,5,10,6.6666666666667,5,1,0,no,0020118033114
3,3,10,10,5,7,10,5,10,10,5,9,10,5,9,10,5,1,0,no,0027118033119
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,0,0,out,0028118033151
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0028118033127
3,3,10,5,5,10,7,5,10,7,5,10,6.3333333333333,5,10,6.3333333333333,5,1,0,no,0023118033303
3,3,10,7,5,10,7,5,10,10,5,10,8,5,10,8,5,1,0,no,0020118050499
3,3,10,10,5,7,10,5,10,10,5,9,10,5,9,10,5,1,0,no,0027118033385
3,3,7,10,5,10,10,5,10,10,5,9,10,5,9,10,5,1,0,no,0571118040699
3,3,10,5,7,10,5,7,10,5,7,10,5,7,10,5,7,1,0,no,0010118033155
3,3,10,5,5,10,5,5,10,5,5,10,5,5,10,5,5,1,0,no,0010118033185
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0021118033202
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0755118033170
3,3,5,10,5,5,10,5,10,10,5,6.6666666666667,10,5,6.6666666666667,10,5,1,0,no,0571118040747
3,3,10,7,5,10,7,5,2,10,5,7.3333333333333,8,5,7.3333333333333,8,5,1,0,no,0020118033200
3,3,7,5,5,2,5,5,7,5,5,5.3333333333333,5,5,5.3333333333333,5,5,1,0,no,0010118033782
3,3,10,7,7,10,7,7,10,7,7,10,7,7,10,7,7,1,0,no,0010118050485
3,3,10,5,5,10,5,5,7,5,5,9,5,5,9,5,5,1,0,no,0020118050483
3,3,10,10,5,10,10,5,5,10,5,8.3333333333333,10,5,8.3333333333333,10,5,1,0,no,0023118022377
3,3,10,5,10,10,5,10,7,5,10,9,5,10,9,5,10,1,0,no,0010118033232
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0028118033191
3,3,10,10,5,2,7,5,2,10,5,4.6666666666667,9,5,4.6666666666667,9,5,1,0,no,0020118033203
3,3,10,7,7,10,7,7,10,7,7,10,7,7,10,7,7,1,0,no,0010118050533
3,3,10,5,5,10,5,5,10,5,5,10,5,5,10,5,5,1,0,no,0020118033153
3,3,10,7,5,10,10,7,10,10,5,10,9,5.6666666666667,10,9,5.6666666666667,1,0,no,0010118050522
3,3,10,5,10,10,5,10,10,5,10,10,5,10,10,5,10,1,0,no,0010118040901
3,3,10,10,7,7,10,7,10,10,10,9,10,8,9,10,8,1,0,no,0010118033715
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0020118033483
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0020118050650
3,3,7,5,5,7,5,5,2,5,5,5.3333333333333,5,5,5.3333333333333,5,5,1,0,no,0021118040795
3,3,10,5,10,10,5,10,7,5,10,9,5,10,9,5,10,1,0,no,0010118033175
3,3,10,5,10,10,5,10,10,5,10,10,5,10,10,5,10,1,0,no,0010118040821
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0592118033388
3,3,10,7,5,10,7,5,10,7,5,10,7,5,10,7,5,1,0,no,0023118033341
3,3,10,7,5,10,5,5,10,5,5,10,5.6666666666667,5,10,5.6666666666667,5,0,0,drop,0021118040714
3,3,10,5,7,10,10,10,10,10,10,10,8.3333333333333,9,10,8.3333333333333,9,1,0,no,0010118033216
3,2,10,10,10,0,0,0,10,10,10,10,10,10,6.6666666666667,6.6666666666667,6.6666666666667,1,0,no,0010118040724
3,3,10,5,7,10,5,5,10,5,7,10,5,6.3333333333333,10,5,6.3333333333333,1,0,no,0010118033184
2,2,10,10,5,10,10,5,0,0,0,10,10,5,6.6666666666667,6.6666666666667,3.3333333333333,1,0,no,0755118033333
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0028118033272
3,2,0,0,0,10,10,5,7,7,5,8.5,8.5,5,5.6666666666667,5.6666666666667,3.3333333333333,1,0,no,0371118033282
3,3,10,5,5,10,7,5,10,7,5,10,6.3333333333333,5,10,6.3333333333333,5,1,0,no,0021118050530
3,3,10,5,5,10,7,5,10,5,5,10,5.6666666666667,5,10,5.6666666666667,5,1,0,no,0021118040732
3,3,10,5,7,10,5,7,10,5,7,10,5,7,10,5,7,1,0,no,0021118033291
3,3,2,10,10,2,10,10,10,10,10,4.6666666666667,10,10,4.6666666666667,10,10,1,0,no,0010118040754
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0571118033360
3,3,10,5,10,10,5,10,10,5,7,10,5,9,10,5,9,1,0,no,0021118033286
3,2,0,0,0,0,0,0,7,10,5,7,10,5,2.3333333333333,3.3333333333333,1.6666666666667,1,0,no,0020118033206
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0020118060461
2,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0592118033690
3,3,10,7,5,10,10,5,10,10,5,10,9,5,10,9,5,1,0,no,0021118033531
3,3,10,7,5,10,7,5,10,7,5,10,7,5,10,7,5,1,0,no,0029118050561
3,3,0,0,0,10,5,10,7,5,10,8.5,5,10,5.6666666666667,3.3333333333333,6.6666666666667,1,0,no,0010118040809
2,3,10,5,5,10,10,5,10,10,5,10,8.3333333333333,5,10,8.3333333333333,5,1,0,no,0027118033245
3,3,10,7,5,2,10,5,10,10,5,7.3333333333333,9,5,7.3333333333333,9,5,1,0,no,0020118050601
3,3,10,5,5,10,5,10,10,5,5,10,5,6.6666666666667,10,5,6.6666666666667,1,0,no,0010118033252
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0027118060378
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0592118033391
3,2,0,0,0,10,5,5,10,5,5,10,5,5,6.6666666666667,3.3333333333333,3.3333333333333,1,0,no,0023118033534
3,3,0,0,0,10,5,5,10,5,5,10,5,5,6.6666666666667,3.3333333333333,3.3333333333333,1,0,no,0531118033786
5,5,10,10,5,10,10,5,0,0,0,10,10,5,6.6666666666667,6.6666666666667,3.3333333333333,1,0,no,0027118041026
3,3,5,5,5,0,5,5,5,5,5,3.3333333333333,5,5,3.3333333333333,5,5,1,0,no,0021118033664
2,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0592118033448
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0028118033532
3,3,10,5,5,10,5,10,10,5,10,10,5,8.3333333333333,10,5,8.3333333333333,1,0,no,0010118040755
3,3,5,7,5,10,7,5,10,10,5,8.3333333333333,8,5,8.3333333333333,8,5,1,0,no,0021118040758
3,3,10,10,5,10,7,5,10,10,5,10,9,5,10,9,5,1,0,no,0021118040776
3,3,7,7,5,7,7,5,2,7,5,5.3333333333333,7,5,5.3333333333333,7,5,0,0,out,0027118060394
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0025118033240
3,3,10,5,5,10,5,5,10,5,5,10,5,5,10,5,5,1,0,no,0571118033557
3,3,10,7,5,10,7,7,10,10,7,10,8,6.3333333333333,10,8,6.3333333333333,1,0,no,0010118050527
3,3,5,7,5,0,7,5,5,7,5,3.3333333333333,7,5,3.3333333333333,7,5,1,0,no,0028118033489
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0021118033407
3,3,10,5,5,10,5,5,7,5,7,9,5,5.6666666666667,9,5,5.6666666666667,1,0,no,0010118033246
3,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,0,no,0010118022395
3,3,10,5,5,10,5,5,10,5,5,10,5,5,10,5,5,1,0,no,0010118033257
3,3,7,5,10,10,5,10,10,5,10,9,5,10,9,5,10,1,0,no,0010118033415
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0020118033486
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0028118033321
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0028118033254
3,3,10,5,5,10,5,5,10,5,5,10,5,5,10,5,5,1,0,no,0010118033279
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,out,0021118033353
3,3,10,7,7,10,7,7,10,7,7,10,7,7,10,7,7,1,0,no,0010118033392
3,3,10,5,7,10,5,7,10,5,7,10,5,7,10,5,7,1,0,no,0010118033357
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0021118050541
3,3,10,5,7,10,5,5,10,5,7,10,5,6.3333333333333,10,5,6.3333333333333,1,0,no,0010118033262
3,3,10,10,5,7,10,5,10,10,5,9,10,5,9,10,5,1,0,no,0028118033343
3,3,10,5,5,10,5,7,10,5,7,10,5,6.3333333333333,10,5,6.3333333333333,1,0,no,0010118033278
3,3,10,5,5,10,10,5,10,10,5,10,8.3333333333333,5,10,8.3333333333333,5,1,0,no,0027118033350
3,3,10,5,5,10,5,7,10,5,7,10,5,6.3333333333333,10,5,6.3333333333333,1,0,no,0010118040860
3,3,10,5,7,10,5,7,10,5,5,10,5,6.3333333333333,10,5,6.3333333333333,1,0,no,0010118050566
3,3,10,5,5,10,5,5,10,5,5,10,5,5,10,5,5,1,0,no,0010118033359
3,3,10,5,10,10,5,7,10,5,7,10,5,8,10,5,8,1,0,no,0010118040817
3,3,10,5,5,10,5,7,10,5,10,10,5,7.3333333333333,10,5,7.3333333333333,1,0,no,0010118033280
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0021118022397
3,3,10,7,5,7,7,5,10,5,5,9,6.3333333333333,5,9,6.3333333333333,5,1,0,no,0371118033358
3,3,10,10,5,10,10,5,7,10,5,9,10,5,9,10,5,1,0,no,0021118050549
3,3,10,10,5,5,10,5,5,10,5,6.6666666666667,10,5,6.6666666666667,10,5,1,0,no,0020118050565
3,2,0,0,0,10,10,10,2,10,7,6,10,8.5,4,6.6666666666667,5.6666666666667,1,0,no,0010118040796
3,3,7,5,10,10,5,7,10,5,5,9,5,7.3333333333333,9,5,7.3333333333333,1,0,no,0010118040890
3,1,0,0,0,0,0,0,7,7,5,7,7,5,2.3333333333333,2.3333333333333,1.6666666666667,1,0,no,0755118033421
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0571118050592
3,3,7,10,5,10,10,5,10,10,5,9,10,5,9,10,5,1,0,no,0531118050627
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,0,0,out,0592118033404
3,3,10,5,5,10,5,7,10,5,7,10,5,6.3333333333333,10,5,6.3333333333333,1,0,no,0010118040802
