login,logout,d1_q1,d1_q2,d1_q3,d2_q1,d2_q2,d2_q3,d3_q1,d3_q2,d3_q3,d4_q1,d4_q2,d4_q3,d5_q1,d5_q2,d5_q3,a_q1_t1,a_q1_t2,a_q2_t1,a_q2_t2,a_q3_t1,a_q3_t2,drop,studentNum
2,2,10,7,5,10,7,5,0,0,0,0,0,0,0,0,0,10,7,5,4,2.8,2,no,0021118030712
2,2,10,5,5,10,10,10,0,0,0,0,0,0,0,0,0,10,7.5,7.5,4,3,3,no,0010118030699
2,2,10,5,5,10,10,5,0,0,0,0,0,0,0,0,0,10,7.5,5,4,3,2,no,0371118031913
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0371118031456
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0027118033208
2,2,10,10,10,10,10,7,0,0,0,0,0,0,0,0,0,10,10,8.5,4,4,3.4,no,0592118020496
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0592118031934
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0010118033340
2,2,7,7,5,7,7,5,0,0,0,0,0,0,0,0,0,7,7,5,2.8,2.8,2,no,0021118030966
2,2,7,7,5,10,7,5,0,0,0,0,0,0,0,0,0,8.5,7,5,3.4,2.8,2,no,0021118030794
2,2,10,2,7,10,2,7,0,0,0,0,0,0,0,0,0,10,2,7,4,0.8,2.8,no,0010118033007
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0592118031390
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0020118030845
1,1,0,0,0,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,2,2,1,no,0021118030975
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0021118041010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0025118030999
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0028118031779
2,2,10,5,5,10,5,7,0,0,0,0,0,0,0,0,0,10,5,6,4,2,2.4,no,0108888001219
2,2,10,7,5,10,10,5,0,0,0,0,0,0,0,0,0,10,8.5,5,4,3.4,2,no,0531118031220
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118032342
2,1,10,10,5,0,0,0,0,0,0,0,0,0,0,0,0,10,10,5,2,2,1,no,0571118030919
2,2,10,7,5,10,7,5,0,0,0,0,0,0,0,0,0,10,7,5,4,2.8,2,no,0020118031068
2,2,10,10,5,10,5,5,0,0,0,0,0,0,0,0,0,10,7.5,5,4,3,2,no,0020118031381
2,2,10,5,7,7,5,7,0,0,0,0,0,0,0,0,0,8.5,5,7,3.4,2,2.8,no,0010118033693
2,2,7,10,5,7,10,5,0,0,0,0,0,0,0,0,0,7,10,5,2.8,4,2,no,0021118020824
2,2,10,5,10,10,5,7,0,0,0,0,0,0,0,0,0,10,5,8.5,4,2,3.4,no,0010118020627
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0021118030944
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0571118031655
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0025118031183
2,2,10,5,7,10,5,10,0,0,0,0,0,0,0,0,0,10,5,8.5,4,2,3.4,no,0010118031170
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0029118031243
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0029118031085
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0755118031274
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0029118031867
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0027118031075
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0371118031299
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0010118010931
2,2,10,10,7,10,7,7,0,0,0,0,0,0,0,0,0,10,8.5,7,4,3.4,2.8,no,0010118031247
2,2,7,5,7,7,5,7,0,0,0,0,0,0,0,0,0,7,5,7,2.8,2,2.8,no,0010118031135
2,2,10,7,7,10,7,7,0,0,0,0,0,0,0,0,0,10,7,7,4,2.8,2.8,no,0010118031089
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0371118031131
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0020118031359
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0010118010979
2,2,10,10,5,10,7,5,0,0,0,0,0,0,0,0,0,10,8.5,5,4,3.4,2,no,0371118031545
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0029118031305
2,2,10,5,10,7,5,10,0,0,0,0,0,0,0,0,0,8.5,5,10,3.4,2,4,no,0010118032408
2,2,2,10,5,10,10,5,0,0,0,0,0,0,0,0,0,6,10,5,2.4,4,2,no,0755118032665
2,2,10,7,5,10,10,5,0,0,0,0,0,0,0,0,0,10,8.5,5,4,3.4,2,no,0571118032442
2,2,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,4,4,4,no,0010118031209
2,1,10,10,5,0,0,0,0,0,0,0,0,0,0,0,0,10,10,5,2,2,1,no,0755118031268
2,2,10,5,5,10,5,5,0,0,0,0,0,0,0,0,0,10,5,5,4,2,2,no,0571118032181
2,2,7,7,5,10,10,5,0,0,0,0,0,0,0,0,0,8.5,8.5,5,3.4,3.4,2,no,0021118031160
2,2,10,5,5,10,5,5,0,0,0,0,0,0,0,0,0,10,5,5,4,2,2,no,0571118033684
2,2,10,5,5,10,10,5,0,0,0,0,0,0,0,0,0,10,7.5,5,4,3,2,no,0027118032998
2,2,10,5,5,10,5,5,0,0,0,0,0,0,0,0,0,10,5,5,4,2,2,no,0592118031193
2,2,10,7,5,10,7,5,0,0,0,0,0,0,0,0,0,10,7,5,4,2.8,2,no,0571118033464
2,2,5,5,7,10,5,5,0,0,0,0,0,0,0,0,0,7.5,5,6,3,2,2.4,no,0010118031184
2,1,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,2,1,1,no,0020118050166
2,2,10,7,5,10,7,5,0,0,0,0,0,0,0,0,0,10,7,5,4,2.8,2,no,0755118032049
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0021118033583
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0571118031205
2,2,0,0,0,10,5,7,0,0,0,0,0,0,0,0,0,10,5,7,2,1,1.4,no,0010118033067
2,2,10,5,7,10,5,7,0,0,0,0,0,0,0,0,0,10,5,7,4,2,2.8,no,0010118033345
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118031588
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0010118032427
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0025118031293
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0020118031439
2,2,10,10,5,7,10,5,0,0,0,0,0,0,0,0,0,8.5,10,5,3.4,4,2,no,0021118031245
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0010118031358
2,1,0,0,0,7,10,5,0,0,0,0,0,0,0,0,0,7,10,5,1.4,2,1,no,0755118031362
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0010118022032
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0010118031578
2,2,10,10,5,10,7,5,0,0,0,0,0,0,0,0,0,10,8.5,5,4,3.4,2,no,0755118031698
2,2,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,4,4,4,no,0010118031737
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0592118031794
2,2,10,5,7,7,5,5,0,0,0,0,0,0,0,0,0,8.5,5,6,3.4,2,2.4,no,0010118031478
2,2,10,10,5,5,10,5,0,0,0,0,0,0,0,0,0,7.5,10,5,3,4,2,no,0020118032381
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0010118031648
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0371118031356
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0371118031357
2,2,7,10,5,7,10,5,0,0,0,0,0,0,0,0,0,7,10,5,2.8,4,2,no,0571118031364
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0021118031372
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0010118031956
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0027118040031
2,2,10,7,5,10,10,5,0,0,0,0,0,0,0,0,0,10,8.5,5,4,3.4,2,no,0020118031659
2,2,10,7,5,10,7,5,0,0,0,0,0,0,0,0,0,10,7,5,4,2.8,2,no,0571118031407
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0592118031517
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0025118032130
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0010118021417
2,2,10,5,5,10,5,5,0,0,0,0,0,0,0,0,0,10,5,5,4,2,2,no,0010118031418
2,2,10,10,5,10,10,7,0,0,0,0,0,0,0,0,0,10,10,6,4,4,2.4,no,0010118033382
2,1,0,0,0,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,2,1,2,no,0021118031468
1,1,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0.4,1,0.4,drop,0010118033548
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0021118031817
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0371118032112
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0371118031458
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0010118031463
2,2,10,5,5,10,7,5,0,0,0,0,0,0,0,0,0,10,6,5,4,2.4,2,no,0021118031525
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0755118033558
2,2,10,7,5,10,10,5,0,0,0,0,0,0,0,0,0,10,8.5,5,4,3.4,2,no,0021118033424
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0010118031500
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0371118031641
2,2,10,7,5,10,10,5,0,0,0,0,0,0,0,0,0,10,8.5,5,4,3.4,2,no,0023118032316
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0371118031689
2,2,10,5,7,10,5,7,0,0,0,0,0,0,0,0,0,10,5,7,4,2,2.8,no,0010118031596
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0020118040358
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0010118011255
2,2,10,10,10,10,10,7,0,0,0,0,0,0,0,0,0,10,10,8.5,4,4,3.4,no,0010118031948
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0025118031560
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0010118021202
2,2,2,5,7,7,5,7,0,0,0,0,0,0,0,0,0,4.5,5,7,1.8,2,2.8,no,0010118031896
2,2,10,10,5,10,5,5,0,0,0,0,0,0,0,0,0,10,7.5,5,4,3,2,no,0020118032773
2,2,10,10,5,5,7,5,0,0,0,0,0,0,0,0,0,7.5,8.5,5,3,3.4,2,no,0371118031799
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118011267
2,2,10,5,7,10,5,7,0,0,0,0,0,0,0,0,0,10,5,7,4,2,2.8,no,0010118031521
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0021118021214
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118040141
2,2,10,5,7,10,5,7,0,0,0,0,0,0,0,0,0,10,5,7,4,2,2.8,no,0010118031568
2,2,10,7,5,10,7,5,0,0,0,0,0,0,0,0,0,10,7,5,4,2.8,2,no,0023118031579
2,2,10,7,5,10,10,5,0,0,0,0,0,0,0,0,0,10,8.5,5,4,3.4,2,no,0021118032693
2,2,10,7,5,7,5,5,0,0,0,0,0,0,0,0,0,8.5,6,5,3.4,2.4,2,no,0028118033221
2,2,10,5,5,10,10,5,0,0,0,0,0,0,0,0,0,10,7.5,5,4,3,2,no,0027118032762
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0020118032279
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0592118031701
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0592118031752
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0021118033373
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0010118011379
2,2,10,7,5,10,7,5,0,0,0,0,0,0,0,0,0,10,7,5,4,2.8,2,no,0531118032486
2,2,10,5,5,10,5,7,0,0,0,0,0,0,0,0,0,10,5,6,4,2,2.4,no,0021118031853
2,2,10,5,7,10,5,7,0,0,0,0,0,0,0,0,0,10,5,7,4,2,2.8,no,0010118032826
2,2,10,10,5,10,5,5,0,0,0,0,0,0,0,0,0,10,7.5,5,4,3,2,no,0027118011316
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0010118032260
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0025118032593
2,2,10,10,10,10,7,7,0,0,0,0,0,0,0,0,0,10,8.5,8.5,4,3.4,3.4,no,0010118032893
2,2,10,2,5,10,5,5,0,0,0,0,0,0,0,0,0,10,3.5,5,4,1.4,2,no,0023118032678
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0571118050539
2,2,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,4,4,4,no,0755118021369
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118031710
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118031671
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118031999
2,2,10,2,5,2,10,10,0,0,0,0,0,0,0,0,0,6,6,7.5,2.4,2.4,3,no,0010118031665
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0755118031941
2,2,10,7,5,10,10,5,0,0,0,0,0,0,0,0,0,10,8.5,5,4,3.4,2,no,0371118031688
2,2,10,10,5,10,10,7,0,0,0,0,0,0,0,0,0,10,10,6,4,4,2.4,no,0010118022393
2,2,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,4,4,4,no,0010118022379
2,2,10,10,5,7,10,5,0,0,0,0,0,0,0,0,0,8.5,10,5,3.4,4,2,no,0021118032114
2,2,7,5,7,10,5,7,0,0,0,0,0,0,0,0,0,8.5,5,7,3.4,2,2.8,no,0010118033546
2,1,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,2,1,1,no,0029118031769
2,2,7,10,5,10,7,5,0,0,0,0,0,0,0,0,0,8.5,8.5,5,3.4,3.4,2,no,0592118031851
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118033222
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0571118050075
1,1,10,7,5,0,0,0,0,0,0,0,0,0,0,0,0,10,7,5,2,1.4,1,drop,0010118040140
2,2,10,10,5,10,10,10,0,0,0,0,0,0,0,0,0,10,10,7.5,4,4,3,no,0010118022382
2,2,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,4,4,4,no,0010118031813
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0028118031768
2,2,10,5,5,10,5,5,0,0,0,0,0,0,0,0,0,10,5,5,4,2,2,no,0020118031775
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0021118031764
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0028118032116
2,2,10,7,5,10,7,5,0,0,0,0,0,0,0,0,0,10,7,5,4,2.8,2,no,0371118022292
2,2,10,5,5,10,5,7,0,0,0,0,0,0,0,0,0,10,5,6,4,2,2.4,no,0010118033717
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0371118032809
2,2,10,7,7,10,10,7,0,0,0,0,0,0,0,0,0,10,8.5,7,4,3.4,2.8,no,0021118031823
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0025118032169
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0010118031781
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0021118031788
2,2,10,7,5,10,5,7,0,0,0,0,0,0,0,0,0,10,6,6,4,2.4,2.4,no,0010118031881
2,2,5,10,5,0,10,5,0,0,0,0,0,0,0,0,0,2.5,10,5,1,4,2,no,0025118031848
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118032362
2,2,10,5,7,10,5,7,0,0,0,0,0,0,0,0,0,10,5,7,4,2,2.8,no,0010118033635
2,2,2,5,7,10,5,7,0,0,0,0,0,0,0,0,0,6,5,7,2.4,2,2.8,no,0021118032309
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0029118031811
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0755118031931
1,2,10,5,7,10,5,7,0,0,0,0,0,0,0,0,0,10,5,7,4,2,2.8,no,0010118031837
2,2,7,10,10,7,10,10,0,0,0,0,0,0,0,0,0,7,10,10,2.8,4,4,no,0021118021540
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0010118031843
2,2,10,5,7,10,5,10,0,0,0,0,0,0,0,0,0,10,5,8.5,4,2,3.4,no,0021118021995
2,2,10,5,7,10,5,10,0,0,0,0,0,0,0,0,0,10,5,8.5,4,2,3.4,no,0021118032152
2,2,10,5,10,10,5,7,0,0,0,0,0,0,0,0,0,10,5,8.5,4,2,3.4,no,0010118031953
2,2,10,10,7,10,10,10,0,0,0,0,0,0,0,0,0,10,10,8.5,4,4,3.4,no,0010118031987
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118031917
2,2,7,5,10,10,5,10,0,0,0,0,0,0,0,0,0,8.5,5,10,3.4,2,4,no,0010118031916
2,2,10,5,7,10,5,10,0,0,0,0,0,0,0,0,0,10,5,8.5,4,2,3.4,no,0010118031954
2,1,0,0,0,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,2,2,1,no,0531118032527
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0592118021925
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0592118031884
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118033455
2,2,10,7,5,10,7,5,0,0,0,0,0,0,0,0,0,10,7,5,4,2.8,2,no,0023118031949
2,2,10,10,5,10,7,5,0,0,0,0,0,0,0,0,0,10,8.5,5,4,3.4,2,no,0029118031900
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0021118050221
1,1,10,10,7,0,0,0,0,0,0,0,0,0,0,0,0,10,10,7,2,2,1.4,drop,0010118033418
2,2,5,10,5,10,10,7,0,0,0,0,0,0,0,0,0,7.5,10,6,3,4,2.4,no,0010118032929
2,2,10,5,7,10,5,7,0,0,0,0,0,0,0,0,0,10,5,7,4,2,2.8,no,0010118032101
2,2,7,5,5,7,5,5,0,0,0,0,0,0,0,0,0,7,5,5,2.8,2,2,no,0010118033760
2,2,10,7,5,10,7,5,0,0,0,0,0,0,0,0,0,10,7,5,4,2.8,2,no,0531118032419
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0755118032157
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0010118032059
1,2,10,5,7,10,5,7,0,0,0,0,0,0,0,0,0,10,5,7,4,2,2.8,no,0021118031939
2,2,10,7,5,10,5,5,0,0,0,0,0,0,0,0,0,10,6,5,4,2.4,2,no,0592118031983
2,2,10,5,7,10,5,7,0,0,0,0,0,0,0,0,0,10,5,7,4,2,2.8,no,0010118032013
2,2,10,7,5,10,7,5,0,0,0,0,0,0,0,0,0,10,7,5,4,2.8,2,no,0020118031972
2,2,7,7,5,10,7,5,0,0,0,0,0,0,0,0,0,8.5,7,5,3.4,2.8,2,no,0025118032065
2,2,0,0,0,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,2,2,1,no,0571118033815
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0028118032903
2,2,5,5,7,10,5,7,0,0,0,0,0,0,0,0,0,7.5,5,7,3,2,2.8,no,0010118033174
2,1,7,10,5,0,0,0,0,0,0,0,0,0,0,0,0,7,10,5,1.4,2,1,no,0571118032226
2,2,10,10,5,7,5,5,0,0,0,0,0,0,0,0,0,8.5,7.5,5,3.4,3,2,no,0025118032073
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0371118032302
2,2,10,5,10,10,5,7,0,0,0,0,0,0,0,0,0,10,5,8.5,4,2,3.4,no,0021118032043
2,2,10,5,10,10,5,7,0,0,0,0,0,0,0,0,0,10,5,8.5,4,2,3.4,no,0010118032960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0010118032698
2,2,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,4,4,4,no,0010118032087
2,2,0,5,5,10,5,5,0,0,0,0,0,0,0,0,0,5,5,5,2,2,2,no,0021118032079
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0010118021780
2,2,10,5,5,10,5,10,0,0,0,0,0,0,0,0,0,10,5,7.5,4,2,3,no,0010118032361
2,2,10,5,7,10,5,10,0,0,0,0,0,0,0,0,0,10,5,8.5,4,2,3.4,no,0028118032375
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0010118032034
2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0592118033498
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0371118032110
2,2,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,4,4,4,no,0010118032045
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118033395
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0028118032119
2,2,10,7,5,10,7,5,0,0,0,0,0,0,0,0,0,10,7,5,4,2.8,2,no,0025118032394
2,2,10,10,10,10,5,7,0,0,0,0,0,0,0,0,0,10,7.5,8.5,4,3,3.4,no,0010118032589
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0021118032594
2,2,10,7,5,10,7,5,0,0,0,0,0,0,0,0,0,10,7,5,4,2.8,2,no,0025118032074
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0010118033769
2,2,10,10,7,10,10,7,0,0,0,0,0,0,0,0,0,10,10,7,4,4,2.8,no,0010118033518
2,2,7,10,5,10,10,5,0,0,0,0,0,0,0,0,0,8.5,10,5,3.4,4,2,no,0571118032090
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0028118032127
2,2,0,0,0,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,2,2,1,no,0023118033803
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118032136
2,2,7,10,5,10,10,5,0,0,0,0,0,0,0,0,0,8.5,10,5,3.4,4,2,no,0025118021919
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0010118040264
2,2,10,10,7,10,10,10,0,0,0,0,0,0,0,0,0,10,10,8.5,4,4,3.4,no,0010118032151
2,2,10,10,10,10,10,7,0,0,0,0,0,0,0,0,0,10,10,8.5,4,4,3.4,no,0531118050227
2,2,10,5,7,10,5,10,0,0,0,0,0,0,0,0,0,10,5,8.5,4,2,3.4,no,0010118032153
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0029118032168
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0025118032176
2,2,10,10,7,10,10,7,0,0,0,0,0,0,0,0,0,10,10,7,4,4,2.8,no,0010118032870
2,2,10,5,7,10,5,7,0,0,0,0,0,0,0,0,0,10,5,7,4,2,2.8,no,0027118032228
2,2,10,5,10,10,5,7,0,0,0,0,0,0,0,0,0,10,5,8.5,4,2,3.4,no,0010118032669
2,2,10,5,5,10,10,5,0,0,0,0,0,0,0,0,0,10,7.5,5,4,3,2,no,0027118032831
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0755118032125
2,2,7,7,5,7,10,5,0,0,0,0,0,0,0,0,0,7,8.5,5,2.8,3.4,2,no,0531118032193
2,2,10,5,5,10,7,5,0,0,0,0,0,0,0,0,0,10,6,5,4,2.4,2,no,0028118032390
2,1,0,0,0,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,2,2,1,no,0592118032158
2,2,7,5,2,10,7,7,0,0,0,0,0,0,0,0,0,8.5,6,4.5,3.4,2.4,1.8,no,0010118033459
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0592118032215
